Game Title,Developer,Type,Price
Sam & Max Episode 203: Night of the Raving Dead,Telltale Games, singleplayer,"72,99 €"
Metroid Prime Pinball,Fuse Games Limited, multiplayer,"79,99 €"
Mega Man & Bass,Capcom, singleplayer,"88,99 €"
Alien Hominid HD,The Behemoth, multiplayer,"76,99 €"
FIFA 20,Electronic Arts, multiplayer,"14,99 €"
Just Dance 2014,Ubisoft, ,"79,99 €"
Fire Pro Wrestling World,Spike Chunsoft, multiplayer,"76,99 €"
King Arthur: The Role-Playing Wargame,NeocoreGames, ,"78,99 €"
Rock of Ages 2: Bigger & Boulder,ACE Team, multiplayer,"71,99 €"
Yu-Gi-Oh! Legacy of the Duelist: Link Evolution,Konami, singleplayer,"78,99 €"
Kelvin and the Infamous Machine,Blyts, singleplayer,"74,99 €"
Final Fantasy XIII-2,Square Enix, singleplayer,"69,99 €"
Auditorium HD,Cipher Prime, ,"71,99 €"
Sid Meier's Civilization: Beyond Earth - Rising Tide,Firaxis Games, ,"61,99 €"
Smuggler's Run: Warzones,Rockstar San Diego, multiplayer,"71,99 €"
Golden Sun: Dark Dawn,Camelot Software Planning, singleplayer,"82,99 €"
The Vale: Shadow of the Crown,Falling Squirrel, ,"79,99 €"
Hasbro Family Game Night: Scrabble,Electronic Arts, ,"80,99 €"
Memoria (2013),Daedalic Entertainment, singleplayer,"81,99 €"
Dungeon Encounters,Square Enix, ,"86,99 €"
FRAMED Collection,Loveshack Entertainment, singleplayer,"73,99 €"
Joe Dever's Lone Wolf,Bulkypix, singleplayer,"79,99 €"
The Last Door,The Game Kitchen, singleplayer,"77,99 €"
NHL 2K7,Kush Games, multiplayer,"66,99 €"
Shadowgrounds Survivor,"Frozenbyte, Inc.", singleplayer,"75,99 €"
Fight'N Rage,sebagamesdev, multiplayer,"83,99 €"
Shooty Fruity,nDreams, singleplayer,"71,99 €"
The Inner World: The Last Wind Monk,Fizbin, singleplayer,"63,99 €"
Teslagrad,Rain Games, ,"81,99 €"
OutRun2,Sumo Digital, multiplayer,"87,99 €"
Gothic II,Piranha Bytes, singleplayer,"90,99 €"
Port Royale,Ascaron Entertainment GmbH, multiplayer,"74,99 €"
Deadly Dozen: Pacific Theater,Nfusion, multiplayer,"70,99 €"
Shattered Galaxy,Nexon, multiplayer,"73,99 €"
Close Combat: Invasion: Normandy,Atomic Games, multiplayer,"76,99 €"
ZEN Pinball 3D,Zen Studios, singleplayer,"78,99 €"
King's Bounty: The Legend,Katauri Interactive, singleplayer,"87,99 €"
Metal Slug Advance,Noise Factory, singleplayer,"86,99 €"
Buffy the Vampire Slayer,Double Helix Games, singleplayer,"78,99 €"
Mad Rat Dead,Nippon Ichi Software, singleplayer,"85,99 €"
ECHO,Ultra Ultra, singleplayer,"70,99 €"
NHL 17,EA Canada, multiplayer,"57,99 €"
Madden NFL 12,EA Tiburon, multiplayer,"62,99 €"
inFamous: Festival of Blood,Sucker Punch, ,"81,99 €"
The Sims 4: City Living,Maxis, ,"58,99 €"
Rock Band Blitz,Harmonix Music Systems, ,"61,99 €"
Lost Odyssey,Mistwalker, singleplayer,"84,99 €"
Rez,UGA, singleplayer,"83,99 €"
SNK vs. Capcom: Match of the Millennium,Code Mystics Inc., singleplayer,"82,99 €"
Klonoa 2: Dream Champ Tournament,Namco, singleplayer,"86,99 €"
Aokana - Four Rhythms Across the Blue,NekoNyan Ltd., singleplayer,"78,99 €"
For Honor: Marching Fire,Ubisoft, ,"34,99 €"
Death Road to Canada,Rocketcat Games, singleplayer,"61,99 €"
Doki Doki Literature Club!,Team Salvato, singleplayer,"85,99 €"
Far Cry Instincts Evolution,Ubisoft Montreal, multiplayer,"67,99 €"
Fallout 4 VR,Bethesda Game Studios, singleplayer,"51,99 €"
Gurumin: A Monstrous Adventure,Falcom, singleplayer,"76,99 €"
Octahedron: Transfixed Edition,Demimonde, singleplayer,"75,99 €"
Yoshi's Woolly World,Good-Feel, ,"84,99 €"
Stellaris,Paradox Development Studio, ,"80,99 €"
The House of the Dead: Overkill,Headstrong Games, ,"86,99 €"
Super Rude Bear Resurrection,Alex Rose, ,"50,99 €"
Bomberman Land Touch!,Hudson, multiplayer,"76,99 €"
Big Bang Mini,Arkedo Studio, singleplayer,"82,99 €"
SIREN: Blood Curse,SCE Japan Studio, singleplayer,"79,99 €"
Hyrule Warriors: Age of Calamity,Omega Force, singleplayer,"79,99 €"
Tell Me Why,DONTNOD Entertainment, singleplayer,"59,99 €"
Hotel Dusk: Room 215,Cing, singleplayer,"85,99 €"
Adios,Mischief, singleplayer,"40,99 €"
Budget Cuts,Neat Corporation, singleplayer,"78,99 €"
Ibb & Obb,Sparpweed, singleplayer,"68,99 €"
Double Dragon & Kunio-kun Retro Brawler Bundle,Arc System Works, multiplayer,"80,99 €"
King's Quest Chapter 5: The Good Knight,The Odd Gentlemen, ,"55,99 €"
Hatsune Miku: Project Diva X,Sega, singleplayer,"74,99 €"
Granblue Fantasy: Versus,Arc System Works, multiplayer,"65,99 €"
Alien: Isolation,Creative Assembly, singleplayer,"80,99 €"
DeadCore,5-Bits Games, singleplayer,"68,99 €"
Conker: Live & Reloaded,Rare Ltd., multiplayer,"82,99 €"
Castlevania: The Adventure ReBirth,M2, singleplayer,"85,99 €"
MLB 2005,989 Sports, multiplayer,"76,99 €"
Neverwinter Nights: Shadows of Undrentide,BioWare, singleplayer,"77,99 €"
Knockout Kings 2003,EA Sports, multiplayer,"70,99 €"
Konami Collector's Series: Arcade Advanced,KCEA, ,"86,99 €"
Gradius Galaxies,Mobile 21, ,"83,99 €"
Tales of Destiny II,Namco, singleplayer,"85,99 €"
Metal Gear Solid: Snake Eater 3D,Kojima Productions, singleplayer,"79,99 €"
Ni no Kuni II: Revenant Kingdom - Prince's Edition,Level 5, ,"77,99 €"
Wuppo,Knuist & Perzik, singleplayer,"83,99 €"
Robocalypse,Vogster, multiplayer,"82,99 €"
Insurgency: Sandstorm,New World Interactive, multiplayer,"82,99 €"
TumbleSeed,Benedict Fritz, singleplayer,"74,99 €"
Rogue Heroes: Ruins of Tasos,Heliocentric Studios, multiplayer,"84,99 €"
Werewolf: The Apocalypse - Heart of the Forest,Different Tales, singleplayer,"48,99 €"
SUPERHOT: MIND CONTROL DELETE,SUPERHOT, singleplayer,"65,99 €"
MotorStorm RC,Evolution Studios, ,"68,99 €"
AstroPop,PopCap, singleplayer,"55,99 €"
Dragon Quest VI: Realms of Revelation,ArtePiazza, multiplayer,"84,99 €"
Theatrhythm Final Fantasy,indieszero, ,"78,99 €"
Teleglitch: Die More Edition,Johamm Tael & Mihkel Tael, ,"70,99 €"
Age of Empires: Mythologies,Griptonite Games, multiplayer,"71,99 €"
Donkey Kong Country,Rare Ltd., multiplayer,"86,99 €"
League of Legends,Riot Games, multiplayer,"52,99 €"
The Movies: Stunts & Effects,Lionhead Studios, singleplayer,"73,99 €"
Mobile Suit Gundam: Extreme VS. MaxiBoost ON,Bandai Namco Games, multiplayer,"76,99 €"
Golf Peaks,Afterburn, singleplayer,"78,99 €"
Asphalt 4: Elite Racing,Gameloft, multiplayer,"78,99 €"
Shaun White Snowboarding: Road Trip,Ubisoft, singleplayer,"87,99 €"
Dynasty Warriors 4,Omega Force, multiplayer,"90,99 €"
Shox,Electronic Arts, multiplayer,"66,99 €"
Super Ghouls 'n Ghosts,Capcom, singleplayer,"73,99 €"
Tropico: Paradise Island,BreakAway Games, singleplayer,"75,99 €"
MechWarrior 4: Black Knight Expansion,Cyberlore Studios, multiplayer,"73,99 €"
Ridge Racer V,Namco, multiplayer,"75,99 €"
NFL Blitz 2001,Avalanche Software, ,"80,99 €"
Rune Factory: A Fantasy Harvest Moon,Neverland, singleplayer,"82,99 €"
The Tomb Raider Trilogy,Crystal Dynamics, singleplayer,"83,99 €"
1001 Spikes,Nicalis, ,"65,99 €"
Disney Guilty Party,Wideload Games Inc., singleplayer,"80,99 €"
Skylanders Imaginators,Toys for Bob, ,"52,99 €"
Warp,Trapdoor, ,"73,99 €"
Wild Arms 3,Media.Vision, singleplayer,"84,99 €"
Tales of Xillia,Bandai Namco Games, singleplayer,"86,99 €"
The Adventures of Cookie & Cream,From Software, multiplayer,"74,99 €"
Swords & Soldiers HD,Two Tribes, ,"64,99 €"
Tom Clancy's Rainbow Six: Vegas 2,Ubisoft Montreal, ,"74,99 €"
"Blast Works: Build, Trade, Destroy",BudCat, multiplayer,"77,99 €"
Root Double: Before Crime * After Days - Xtend Edition,Regista, singleplayer,"78,99 €"
Musynx,PM Studios Inc., singleplayer,"80,99 €"
Runner3,Choice Provisions, singleplayer,"60,99 €"
Dungeon of the Endless,Amplitude Studios, ,"74,99 €"
Blaster Master Zero,Inti Creates, ,"77,99 €"
Blackwood Crossing,PaperSeven, singleplayer,"67,99 €"
Fluidity: Spin Cycle,Curve Studios, ,"66,99 €"
Arc the Lad Collection,ARC Entertainment, multiplayer,"88,99 €"
Resident Evil: Revelations Collection,Capcom, multiplayer,"84,99 €"
Puzzle Pirates,Three Rings, multiplayer,"85,99 €"
Crimson Sea,Koei, singleplayer,"82,99 €"
Knockout Kings 2002,Electronic Arts, multiplayer,"70,99 €"
Star Trek Starfleet Command: Orion Pirates,Taldren, multiplayer,"75,99 €"
Two Worlds II: Pirates of the Flying Fortress,Reality Pump, ,"73,99 €"
Part Time UFO,HAL Labs, singleplayer,"84,99 €"
Forager,HopFrog, singleplayer,"70,99 €"
Breath of Fire: Dragon Quarter,Capcom, singleplayer,"66,99 €"
The Procession to Calvary,Joe Richardson, singleplayer,"80,99 €"
Soul Bubbles,Mekensleep, singleplayer,"80,99 €"
Praetorians,Pyro Studios, multiplayer,"77,99 €"
Mario and Donkey Kong: Minis on the Move,Nintendo, ,"73,99 €"
Naruto: Rise of a Ninja,Ubisoft Montreal, multiplayer,"85,99 €"
Sonic Rush Adventure,Dimps Corporation, multiplayer,"82,99 €"
Not Tonight: Take Back Control Edition,Panic Barn Ltd, singleplayer,"59,99 €"
Bust-A-Move Live!,Taito Corporation, multiplayer,"78,99 €"
Castlevania,KCEK, singleplayer,"73,99 €"
Titan Quest,Iron Lore Entertainment, multiplayer,"81,99 €"
Tom Clancy's Ghost Recon: Shadow Wars,Ubisoft, ,"78,99 €"
Deathtrap,NeocoreGames, ,"77,99 €"
Yomawari: Midnight Shadows,Nippon Ichi Software, ,"70,99 €"
Excitebots: Trick Racing,Monster Games Inc., ,"81,99 €"
Kokuga,G.Rev, ,"75,99 €"
Galactic Civilizations: Altarian Prophecy,Stardock, singleplayer,"69,99 €"
Pop Island,odenis studio, multiplayer,"78,99 €"
Republique: Episode 1 - Exordium,"Camouflaj, LLC", singleplayer,"75,99 €"
Mutant Storm Reloaded,PomPom Games, multiplayer,"72,99 €"
Story of Seasons: Friends of Mineral Town,Marvelous Inc., singleplayer,"83,99 €"
Vacation Simulator,Owlchemy Labs, singleplayer,"57,99 €"
Nintendo Land,Nintendo, multiplayer,"79,99 €"
Kingdom Hearts HD 1.5 ReMIX,Square Enix, singleplayer,"88,99 €"
Starhawk,LightBox Interactive, ,"78,99 €"
Yakuza 2,Amusement Vision, singleplayer,"87,99 €"
Brain Age 2: More Training in Minutes a Day,Nintendo, multiplayer,"72,99 €"
Tiny Barbarian DX,Nicalis, multiplayer,"77,99 €"
Reigns,Nerial, singleplayer,"74,99 €"
EA Sports MMA,EA Tiburon, multiplayer,"69,99 €"
Etrian Mystery Dungeon,Spike Chunsoft, ,"79,99 €"
HARDCORE MECHA,RocketPunch Games, multiplayer,"68,99 €"
Battlefleet Gothic: Armada 2,Tindalos Interactive, multiplayer,"75,99 €"
Tower of Time,Event Horizon Software, singleplayer,"79,99 €"
The Inner World,Headup Games, ,"19,99 €"
Linelight,My Dog Zorro, ,"55,99 €"
Letter Quest: Grimm's Journey Remastered,Bacon Bandit Games, ,"60,99 €"
Dance Dance Revolution Extreme,KCET, multiplayer,"85,99 €"
Delta Force: Black Hawk Down,NovaLogic, multiplayer,"77,99 €"
Geoff Crammond's Grand Prix 4,Atari, multiplayer,"87,99 €"
Emperor: Rise of the Middle Kingdom,BreakAway Games, multiplayer,"77,99 €"
Kinetica,SCE Santa Monica, multiplayer,"83,99 €"
Ground Control: Dark Conspiracy,High Voltage Software, multiplayer,"66,99 €"
Birds of Steel,Gaijin Entertainment, ,"85,99 €"
The Walking Dead: The Telltale Series - The Final Season Episode 4: Take Us Back,Telltale Games, singleplayer,"84,99 €"
NBA Live 09,EA Canada, multiplayer,"75,99 €"
Audica,Harmonix Music Systems, singleplayer,"77,99 €"
Life Goes On: Done to Death,Infinite Monkeys, ,"69,99 €"
Rune Factory 3: A Fantasy Harvest Moon,Neverland, multiplayer,"83,99 €"
Eets: Chowdown,Klei Entertainment, multiplayer,"58,99 €"
Nintendo Labo: Toycon 01 Variety Kit,Nintendo, singleplayer,"69,99 €"
RISK: Factions,Stainless Games, ,"74,99 €"
ArmA II,Bohemia Interactive, ,"75,99 €"
Rebel Galaxy Outlaw,Double Damage Games, singleplayer,"55,99 €"
Street Fighter V,Capcom, multiplayer,"36,99 €"
Lumines Live!,Q Entertainment, multiplayer,"77,99 €"
MotoGP 3: Ultimate Racing Technology,Climax Group, multiplayer,"74,99 €"
DoDonPachi Resurrection,Cave, ,"85,99 €"
Baldur's Gate: Dark Alliance II,Black Isle Studios, multiplayer,"79,99 €"
NCAA Football 08,EA Sports, multiplayer,"79,99 €"
Eldritch,Minor Key Games, singleplayer,"66,99 €"
Hitman GO: Definitive Edition,Square Enix Montreal, ,"66,99 €"
Kirby's Return to Dream Land,HAL Labs, singleplayer,"87,99 €"
Poochy & Yoshi's Woolly World,Good-Feel, ,"78,99 €"
The Godfather: Blackhand Edition,EA Redwood Shores, singleplayer,"84,99 €"
Final Fantasy III,Matrix Software, multiplayer,"86,99 €"
A Little Golf Journey,Okidokico, ,"77,99 €"
Game Builder Garage,Nintendo, singleplayer,"80,99 €"
Olija,Skeleton Crew Studio, singleplayer,"61,99 €"
Touhou Spell Bubble,Taito Corporation, multiplayer,"77,99 €"
Let's Sing Queen,Ravenscourt, singleplayer,"77,99 €"
A Fold Apart,Lightning Rod Games, singleplayer,"78,99 €"
Outlast: Bundle of Terror,Red Barrels, singleplayer,"81,99 €"
On Rusty Trails,Black Pants Studio, singleplayer,"65,99 €"
Tappingo 2,Goodbye Galaxy Games, ,"74,99 €"
3D Classics: Kirby's Adventure,Arika, singleplayer,"80,99 €"
The Void,Ice-Pick Lodge, singleplayer,"81,99 €"
Rise of Flight: The First Great Air War,neoqb, ,"77,99 €"
Heroes of Might and Magic V,Nival Interactive, multiplayer,"80,99 €"
Ultimate Muscle: Legends vs New Generation,Aki Corp., multiplayer,"70,99 €"
Smuggler's Run 2: Hostile Territory,Rockstar San Diego, multiplayer,"80,99 €"
You Don't Know Jack: 5th Dementia,Jellyvision, multiplayer,"65,99 €"
Retro Game Challenge,indieszero, singleplayer,"69,99 €"
DK: Jungle Climber,Paon Corporation, multiplayer,"67,99 €"
The King of Fighters XIII,SNK Playmore, multiplayer,"83,99 €"
Soldner-X 2: Final Prototype,SideQuest Studios, ,"77,99 €"
Dead Nation,Housemarque, ,"69,99 €"
DodoGo!,Alien After All, singleplayer,"77,99 €"
Arcana Heart,Examu, multiplayer,"80,99 €"
Fable III: Traitor's Keep Quest Pack,Lionhead Studios, ,"78,99 €"
Lego Indiana Jones: The Original Adventures,Traveller's Tales, multiplayer,"84,99 €"
Transformers: Devastation,PlatinumGames, singleplayer,"75,99 €"
Ace Combat Assault Horizon: Enhanced Edition,Project Aces, multiplayer,"59,99 €"
Yggdra Union,Sting, singleplayer,"77,99 €"
Bejeweled Twist,Griptonite Games, ,"77,99 €"
Quantum Conundrum,Airtight Games, ,"73,99 €"
Lost Horizon,Animation Arts, singleplayer,"75,99 €"
moon,Onion Games, singleplayer,"79,99 €"
Zuma Deluxe,Oberon Media, singleplayer,"71,99 €"
The Lion's Song,Mi'pu'mi Games, singleplayer,"79,99 €"
Chronos,Gunfire Games, ,"84,99 €"
Battlefleet Gothic: Armada,Tindalos Interactive, ,"75,99 €"
Samurai Shodown: Special Edition,SNK Corporation, multiplayer,"77,99 €"
The Sims 4: Get Famous,Electronic Arts, ,"57,99 €"
The Elder Scrolls V: Skyrim VR,Bethesda Softworks, singleplayer,"80,99 €"
Etrian Odyssey III: The Drowned City,Atlus, ,"84,99 €"
NHL 06,EA Canada, multiplayer,"73,99 €"
Knights of Honor,Black Sea Studios, multiplayer,"88,99 €"
FIFA 21,Electronic Arts, multiplayer,"12,99 €"
Dragon Age: Inquisition - Trespasser,BioWare, ,"77,99 €"
Fantasia: Music Evolved,Harmonix Music Systems, ,"75,99 €"
Outpost Kaloki X,NinjaBee, singleplayer,"76,99 €"
EverQuest Online Adventures: Frontiers,Sony Online Entertainment, multiplayer,"81,99 €"
Monster Rancher 4,Tecmo, multiplayer,"85,99 €"
MoonBase Commander,Humongous Entertainment, multiplayer,"66,99 €"
GT Advance 2: Rally Racing,MTO, multiplayer,"62,99 €"
Monster Rancher 3,Tecmo, multiplayer,"85,99 €"
The Last Blade 2: Heart of the Samurai,SNK, ,"81,99 €"
Anachronox,Ion Storm, singleplayer,"80,99 €"
New Play Control! Pikmin,Nintendo, singleplayer,"86,99 €"
Mutant Storm Empire,PomPom Games, multiplayer,"78,99 €"
Solo,Team Gotham, ,"66,99 €"
Downstream Panic!,EKO Software, singleplayer,"80,99 €"
DOOM II,id Software, multiplayer,"84,99 €"
Mega Man Zero 4,Inti, multiplayer,"87,99 €"
Might & Magic: Heroes VI,Black Hole Games, ,"60,99 €"
Enigma: Rising Tide,Tesseraction Games, singleplayer,"57,99 €"
Soul Sacrifice,SCE Japan Studio, ,"82,99 €"
Super Mega Baseball 2,Metalhead Software, multiplayer,"65,99 €"
Champions: Return to Arms,Snowblind Studios, multiplayer,"81,99 €"
XCOM: Chimera Squad,Firaxis Games, singleplayer,"47,99 €"
Buzz! The Hollywood Quiz,Relentless Software, multiplayer,"75,99 €"
Endless Space,Amplitude Studios, multiplayer,"74,99 €"
A Case of Distrust,The Wandering Ben, singleplayer,"55,99 €"
Zombie Army 4: Dead War,Rebellion, multiplayer,"59,99 €"
Timelie,Urnique Studio, singleplayer,"64,99 €"
Before Your Eyes,GoodbyeWorld Games, singleplayer,"87,99 €"
Kathy Rain,Clifftop Games, singleplayer,"78,99 €"
Lost Orbit,PixelNAUTS, ,"71,99 €"
Metro 2033,4A Games, singleplayer,"78,99 €"
Exit,Taito Corporation, multiplayer,"76,99 €"
NHL Eastside Hockey Manager,Sports Interactive, multiplayer,"69,99 €"
F-Zero GP Legend,Suzak, multiplayer,"83,99 €"
MLB SlugFest: Loaded,Point of View, multiplayer,"77,99 €"
Starfleet Command Volume II: Empires at War,Taldren, multiplayer,"64,99 €"
Demolition Racer: No Exit,Pitbull Syndicate, multiplayer,"87,99 €"
SimCity 3000 Unlimited,Maxis, singleplayer,"85,99 €"
Cross Racing Championship 2005,Invictus, multiplayer,"70,99 €"
Disney Classic Games: Aladdin and the Lion King,Digital Eclipse, singleplayer,"50,99 €"
Inazuma Eleven Go: Chrono Stones: Wildfire,Level 5, ,"79,99 €"
Ruiner,Reikon Games, ,"76,99 €"
NHL 18,EA Sports, ,"41,99 €"
Virtua Tennis 4: World Tour Edition,Sega, multiplayer,"79,99 €"
Tropico 4,Haemimont, singleplayer,"76,99 €"
Trajectile,Q-Games, singleplayer,"77,99 €"
Grandia III,Game Arts, singleplayer,"86,99 €"
Day of Infamy,New World Interactive, multiplayer,"78,99 €"
Crusader Kings II: Sons of Abraham,Paradox Development Studio, ,"76,99 €"
Secret Weapons Over Normandy,Totally Games, multiplayer,"88,99 €"
X-Men Origins: Wolverine,Raven Software, ,"79,99 €"
Penny Arcade Adventures: Episode Three,Zeboyd Games, ,"73,99 €"
Valiant Hearts: The Great War,Ubisoft Montpellier, singleplayer,"80,99 €"
Resident Evil: Revelations 2 - Episode 3: Judgment,Capcom, ,"70,99 €"
Donkey Kong Country 3,Rare Ltd., singleplayer,"82,99 €"
The Gunstringer,Twisted Pixel Games, singleplayer,"81,99 €"
Little Big Workshop,Mirage Game Studios, singleplayer,"73,99 €"
Doom 3: Resurrection of Evil,id Software, multiplayer,"88,99 €"
Heavy Weapon: Atomic Tank,PopCap, multiplayer,"78,99 €"
Mortal Kombat: Deception,Midway, multiplayer,"81,99 €"
Summon Night: Swordcraft Story,Flight-Plan, singleplayer,"82,99 €"
Sleeping Dogs: Definitive Edition,United Front Games, ,"74,99 €"
Grey Goo,Petroglyph, ,"74,99 €"
The Adventures of Shuggy,Smudged Cat Games, multiplayer,"82,99 €"
Xenonauts,Gamethunks, singleplayer,"78,99 €"
Forza Horizon 4: LEGO Speed Champions,Playground Games, ,"56,99 €"
Aviary Attorney,Sketchy Logic, singleplayer,"73,99 €"
La-Mulana EX,Pygmy Studio, ,"78,99 €"
Uno Rush,Carbonated Games, multiplayer,"72,99 €"
Perimeter,K-D Lab, multiplayer,"78,99 €"
Romance of the Three Kingdoms VIII,Koei, multiplayer,"85,99 €"
Outlaw Volleyball,Hypnotix, multiplayer,"74,99 €"
Mega Man Battle Network 3 White,Capcom, multiplayer,"88,99 €"
Metal Gear Solid 2: Substance,KCEJ, singleplayer,"73,99 €"
RalliSport Challenge,Digital Illusions, multiplayer,"69,99 €"
Mech Platoon,Will, multiplayer,"76,99 €"
Makai Kingdom: Chronicles of the Sacred Tome,Nippon Ichi Software, singleplayer,"85,99 €"
Madden NFL 10,EA Tiburon, singleplayer,"71,99 €"
ZombiU,Ubisoft Montpellier, multiplayer,"78,99 €"
Nioh 2: The Tengu's Disciple,Team Ninja, multiplayer,"80,99 €"
Mega Man Legacy Collection 2,Capcom, singleplayer,"82,99 €"
Toukiden 2,Koei Tecmo Games, multiplayer,"75,99 €"
Ar nosurge Plus: Ode to an Unborn Star,Gust, singleplayer,"83,99 €"
Three Fourths Home,[bracket]games, singleplayer,"54,99 €"
BlazBlue: Continuum Shift II,Arc System Works, multiplayer,"66,99 €"
Tomena Sanner,Konami, multiplayer,"83,99 €"
